group,subgroup,suborder,subcat,xaxis,xorder,xlabel,chart,value,count,total,missing,x0,x1,x2,x3
Montana,declrdfit,1,,level_2r,12,English & Foreign Lang.,Percent who had good I-M Fit for declared,33.3,8,24,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,13,Health Admin. & Assisting,Percent who had good I-M Fit for declared,32.6,15,46,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,14,Health Sci. & Techno.,Percent who had good I-M Fit for declared,35.1,135,385,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who had good I-M Fit for declared,33.3,2,6,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,16,"Repair, Production, & Construction",Percent who had good I-M Fit for declared,63,17,27,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,17,Sciences: Biological & Physical,Percent who had good I-M Fit for declared,58.6,82,140,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,18,Social Sciences & Law,Percent who had good I-M Fit for declared,30.8,41,133,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Nebraska,majmatch,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who declared in major area,43.1,31,72,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,2,Architecture,Percent who declared in major area,13.2,7,53,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who declared in major area,33.3,1,3,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,4,Arts: Visual & Performing,Percent who declared in major area,53.7,115,214,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,5,Business,Percent who declared in major area,70.1,197,281,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who declared in major area,44.1,26,59,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,6,Communications,Percent who declared in major area,58.2,32,55,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who declared in major area,75.6,68,90,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,9,Education,Percent who declared in major area,56.9,148,260,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,11,Eng. Tech. & Drafting,Percent who declared in major area,4.5,2,44,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,10,Engineering,Percent who declared in major area,67.2,158,235,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,12,English & Foreign Lang.,Percent who declared in major area,36.8,14,38,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,13,Health Admin. & Assisting,Percent who declared in major area,6,5,84,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,14,Health Sci. & Techno.,Percent who declared in major area,71.4,471,660,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who declared in major area,45.8,11,24,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,16,"Repair, Production, & Construction",Percent who declared in major area,80.6,58,72,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,17,Sciences: Biological & Physical,Percent who declared in major area,47.1,81,172,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,majmatch,1,,level_2r,18,Social Sciences & Law,Percent who declared in major area,43,99,230,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Nebraska,declrdfit,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who had good I-M Fit for declared,36.8,25,68,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,level_2r,2,Architecture,Percent who had good I-M Fit for declared,43.2,19,44,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who had good I-M Fit for declared,33.3,1,3,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,level_2r,4,Arts: Visual & Performing,Percent who had good I-M Fit for declared,44.4,83,187,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,level_2r,5,Business,Percent who had good I-M Fit for declared,38.9,98,252,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who had good I-M Fit for declared,21.2,11,52,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,level_2r,6,Communications,Percent who had good I-M Fit for declared,37.5,18,48,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who had good I-M Fit for declared,28.8,23,80,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Nebraska,declrdfit,1,,level_2r,9,Education,Percent who had good I-M Fit for declared,34.8,85,244,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
